name,size,unit,portions,nutrition,ingredients
Lihakääryleet persikka-juustotäytteellä,,g,4,"{'CarbohydratePerUnit': '1.96', 'ProteinPerUnit': '12.31', 'FatPerUnit': '13.40', 'KcalPerUnit': '177.43'}","{'naudan ulkofileetä': {'Unit': 'g', 'Amount': 'n. 500'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/2'}, 'paprikajauhetta': {'Unit': 'tl', 'Amount': '1/2'}, 'säilykepersikan puolikasta': {'Unit': '', 'Amount': '2 1/2'}, 'Pirkka sinihomejuustoa': {'Unit': 'g', 'Amount': 'n. 60'}, 'Pirkka kuohukermaa': {'Unit': 'tlk', 'Amount': '1'}, 'vettä': {'Unit': 'dl', 'Amount': '1'}}"
Keltainen hedelmäkeitto,,g,,"{'CarbohydratePerUnit': '11.52', 'ProteinPerUnit': '0.29', 'FatPerUnit': '0.16', 'KcalPerUnit': '51.46'}","{'Pirkka appelsiinitäysmehua': {'Unit': 'l', 'Amount': '1'}, 'Pirkka perunajauhoja': {'Unit': 'rkl', 'Amount': '2'}, 'sokeria': {'Unit': 'dl', 'Amount': '3/4'}, 'appelsiinia': {'Unit': '', 'Amount': '2'}, 'omenaa': {'Unit': '', 'Amount': '2'}, 'banaania': {'Unit': '', 'Amount': '1-2'}, 'kiiviä': {'Unit': '', 'Amount': '2'}}"
Hapankorppusilakat,,g,,"{'CarbohydratePerUnit': '3.28', 'ProteinPerUnit': '12.00', 'FatPerUnit': '14.50', 'KcalPerUnit': '192.62'}","{'silakkafileitä': {'Unit': 'g', 'Amount': '600'}, 'suolaa': {'Unit': 'tl', 'Amount': '1'}, 'sinappia': {'Unit': 'rkl', 'Amount': '2'}, 'viipaletta hapankorppuja': {'Unit': '', 'Amount': '4-5'}, 'kuohukermaa': {'Unit': 'dl', 'Amount': '1-2'}}"
Possupilahvi,,g,4,"{'CarbohydratePerUnit': '11.35', 'ProteinPerUnit': '6.04', 'FatPerUnit': '3.40', 'KcalPerUnit': '100.47'}","{'porsaankyljystä': {'Unit': '', 'Amount': '4'}, 'margariinia paistamiseen': {'Unit': 'rkl', 'Amount': '2'}, 'riisiä': {'Unit': 'dl', 'Amount': '2'}, 'omenaa': {'Unit': '', 'Amount': '2'}, 'sipulia': {'Unit': '', 'Amount': '2'}, 'valkosipulinkynttä': {'Unit': '', 'Amount': '2'}, 'kuivattuja luumuja': {'Unit': 'kpl', 'Amount': 'n. 15'}, 'vettä': {'Unit': 'dl', 'Amount': '7'}, 'lihaliemikuutio': {'Unit': '', 'Amount': '1'}, 'fariinisokeria': {'Unit': 'rkl', 'Amount': '1'}, 'soijakastiketta': {'Unit': 'rkl', 'Amount': '1'}, 'currya': {'Unit': 'tl', 'Amount': '1 1/2'}, 'raastettua tuoretta inkivääriä': {'Unit': 'tl', 'Amount': '1'}, 'kuivattua': {'Unit': 'tl', 'Amount': '1/2'}, 'valkopippuria': {'Unit': 'tl', 'Amount': '1/4'}, 'suolaa': {'Unit': 'tl', 'Amount': '1'}}"
Köyhät ritarit,,g,4,"{'CarbohydratePerUnit': '24.24', 'ProteinPerUnit': '6.05', 'FatPerUnit': '5.00', 'KcalPerUnit': '168.24'}","{'Pirkka kevytmaitoa': {'Unit': 'dl', 'Amount': '3'}, 'kananmuna': {'Unit': '', 'Amount': '1'}, 'vehnäjauhoja': {'Unit': 'rkl', 'Amount': '1/2'}, 'sokeria': {'Unit': 'rkl', 'Amount': '1/2'}, 'vanilliinisokeria': {'Unit': 'tl', 'Amount': '1/2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/4'}, 'Pirkka voipitkoa tai paahtoleipää': {'Unit': 'viipaletta', 'Amount': '8'}}"
Maukas nakkikastike,,g,4,"{'CarbohydratePerUnit': '2.58', 'ProteinPerUnit': '4.73', 'FatPerUnit': '8.65', 'KcalPerUnit': '105.53'}","{'Pirkka kuorettomia nakkeja': {'Unit': 'g', 'Amount': '300'}, 'pieni sipuli': {'Unit': '', 'Amount': '1'}, 'Pirkka sipulikuutioita (pakaste)': {'Unit': 'dl', 'Amount': '1'}, 'öljyä tai margariinia': {'Unit': 'rkl', 'Amount': '1-2'}, 'vehnäjauhoja': {'Unit': 'rkl', 'Amount': '2'}, 'vettä': {'Unit': 'dl', 'Amount': '5'}, 'Pirkka tomaattisosetta': {'Unit': 'tl', 'Amount': '2'}, 'Pirkka soijakastiketta': {'Unit': 'tl', 'Amount': '1'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/4'}}"
Pinaattiletut,,g,n. 25,"{'CarbohydratePerUnit': '16.07', 'ProteinPerUnit': '5.51', 'FatPerUnit': '4.58', 'KcalPerUnit': '128.40'}","{'Pirkka kevytmaitoa': {'Unit': 'l', 'Amount': '1/2'}, 'vehnäjauhoja': {'Unit': 'dl', 'Amount': '2 1/2'}, 'kananmunaa': {'Unit': '', 'Amount': '2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1'}, 'sokeria': {'Unit': 'tl', 'Amount': '1-2'}, 'juoksevaa margariinia tai öljyä': {'Unit': 'dl', 'Amount': '1/4'}, 'Pirkka pinaattia (pakaste)': {'Unit': 'ps', 'Amount': '1/2'}}"
Kasvis-possupannu,,g,4,"{'CarbohydratePerUnit': '4.63', 'ProteinPerUnit': '7.76', 'FatPerUnit': '5.11', 'KcalPerUnit': '96.28'}","{'Pirkka kinkkusuikaleita, maustamaton': {'Unit': 'rs', 'Amount': '1'}, 'Pirkka porkkanaa': {'Unit': '', 'Amount': '2'}, 'paprika': {'Unit': '', 'Amount': '1'}, 'purjo': {'Unit': '', 'Amount': '1/2'}, 'öljyä': {'Unit': 'rkl', 'Amount': '2'}, 'vettä': {'Unit': 'dl', 'Amount': '1'}, 'Pirkka soijakastiketta': {'Unit': 'rkl', 'Amount': '2-3'}, 'hunajaa': {'Unit': 'rkl', 'Amount': '1'}, 'viinietikkaa': {'Unit': 'rkl', 'Amount': '1'}, 'inkivääriä': {'Unit': 'tl', 'Amount': '1/2-1'}}"
Kiireisen kalakeitto,,g,n. 4,"{'CarbohydratePerUnit': '2.67', 'ProteinPerUnit': '3.98', 'FatPerUnit': '1.22', 'KcalPerUnit': '37.29'}","{'Pirkka alaskanseitifileepaloja (pakaste)': {'Unit': 'pkt', 'Amount': '1'}, 'purjo': {'Unit': '', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1'}, 'vettä': {'Unit': 'l', 'Amount': '1'}, 'kalaliemikuutiota': {'Unit': '', 'Amount': '2'}, 'Pirkka kasvissuikaleita (pakaste)': {'Unit': 'ps', 'Amount': '2'}, 'sitruunanmehua': {'Unit': 'rkl', 'Amount': '1-2'}, 'kokonaisia mustapippureita': {'Unit': 'tl', 'Amount': '1/2'}, 'tilliä hienonnettuna': {'Unit': 'dl', 'Amount': '1/2-1'}}"
Lämpimät päärynä-juustoleivät,,g,4,"{'CarbohydratePerUnit': '23.27', 'ProteinPerUnit': '5.05', 'FatPerUnit': '10.37', 'KcalPerUnit': '200.33'}","{'viipaloitua monijyväleipää': {'Unit': 'viipaletta', 'Amount': '8'}, 'hunajaa': {'Unit': 'tl', 'Amount': '8'}, 'päärynänpuolikkaita sokeriliemessä': {'Unit': 'tlk', 'Amount': '1'}, 'Pirkka briejuustoa': {'Unit': 'g', 'Amount': 'n. 150'}}"
Marjasalaattia ja kuumaa kinuskikastiketta,,g,6,"{'CarbohydratePerUnit': '19.59', 'ProteinPerUnit': '1.08', 'FatPerUnit': '10.21', 'KcalPerUnit': '175.14'}","{'Pirkka marjasekoitusta (pakaste)': {'Unit': 'ps', 'Amount': '1'}, 'Pirkka laktoositonta vispikermaa': {'Unit': 'dl', 'Amount': '2'}, 'fariinisokeria': {'Unit': 'dl', 'Amount': '1 1/2'}}"
Keventäjän kasviskeitto,,g,6,"{'CarbohydratePerUnit': '6.26', 'ProteinPerUnit': '1.24', 'FatPerUnit': '0.69', 'KcalPerUnit': '36.96'}","{'isoa sipulia': {'Unit': '', 'Amount': '3'}, 'keräkaalia': {'Unit': '', 'Amount': '1/2'}, 'vihreä paprika': {'Unit': '', 'Amount': '1'}, 'isoa porkkanaa': {'Unit': '', 'Amount': '2'}, 'Pirkka lehtisellerin varsi': {'Unit': '', 'Amount': '1'}, 'Pirkka tomaattimurskaa': {'Unit': 'tlk', 'Amount': '1'}, 'Pirkka sipulikeittoaineksia': {'Unit': 'ps', 'Amount': '1'}}"
Broileria peruna-porkkanapedillä,,g,4,"{'CarbohydratePerUnit': '5.59', 'ProteinPerUnit': '6.50', 'FatPerUnit': '7.20', 'KcalPerUnit': '114.62'}","{'Pirkka broilerin koipireisiä, marinoitu': {'Unit': 'rs', 'Amount': '1'}, 'Pirkka perunoita (keltainen pussi)': {'Unit': 'kg', 'Amount': '1'}, 'porkkanaa': {'Unit': '', 'Amount': 'n. 4'}, 'Pirkka sipulikuutioita (pakaste)': {'Unit': 'ps', 'Amount': '1/2'}, 'rakuunaa': {'Unit': 'tl', 'Amount': '2'}, 'kiehuvaa vettä': {'Unit': 'l', 'Amount': '1/2'}, 'kasvisliemikuutio': {'Unit': '', 'Amount': '1'}}"
Kauratoscapullat,,g,,"{'CarbohydratePerUnit': '43.94', 'ProteinPerUnit': '6.37', 'FatPerUnit': '6.82', 'KcalPerUnit': '265.15'}","{'maitoa': {'Unit': 'dl', 'Amount': '2 1/2'}, 'hiivaa': {'Unit': 'g', 'Amount': '25'}, 'sokeria': {'Unit': 'dl', 'Amount': '1 1/2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1'}, 'kardemummaa': {'Unit': 'tl', 'Amount': '2'}, 'kananmuna': {'Unit': '', 'Amount': '1'}, 'Pirkka leivontamargariinia': {'Unit': 'g', 'Amount': '150'}, 'vehnäjauhoja': {'Unit': 'dl', 'Amount': 'n. 8'}, 'Pirkka kaurahiutaleita': {'Unit': 'dl', 'Amount': '4'}, 'Pirkka punaisia kirsikoita': {'Unit': 'tlk', 'Amount': '1'}}"
Värikäs raastesalaatti,100,g,6,"{'CarbohydratePerPortion': '5.50', 'CarbohydratePerUnit': '5.50', 'ProteinPerPortion': '0.70', 'ProteinPerUnit': '0.70', 'FatPerPortion': '5.54', 'FatPerUnit': '5.54', 'KcalPerPortion': '74.59', 'KcalPerUnit': '74.59'}","{'Pirkka porkkanaa': {'Unit': '', 'Amount': '2-3'}, 'punainen paprika': {'Unit': '', 'Amount': '1'}, 'Pirkka maustekurkkuviipaleita': {'Unit': 'dl', 'Amount': '1-1 1/2'}, 'Pirkka ranskalaista salaattikastiketta': {'Unit': 'dl', 'Amount': '1/2'}}"
Olutpaisti,,g,5,"{'CarbohydratePerUnit': '4.05', 'ProteinPerUnit': '11.39', 'FatPerUnit': '5.28', 'KcalPerUnit': '113.34'}","{'karjalanpaistilihoja': {'Unit': 'rs', 'Amount': '1'}, 'pikkusipulia': {'Unit': '', 'Amount': '8'}, 'Pirkka herkkusieniä (tuoreita)': {'Unit': 'g', 'Amount': '200'}, 'Pirkka kuivattua luumua': {'Unit': '', 'Amount': '15'}, 'olutta': {'Unit': 'dl', 'Amount': 'n. 3'}, 'maustepippuria': {'Unit': '', 'Amount': '10'}, 'laakerinlehteä': {'Unit': '', 'Amount': '1-2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1'}}"
Helpot myslikeksit,,g,n. 34,"{'CarbohydratePerUnit': '56.11', 'ProteinPerUnit': '5.13', 'FatPerUnit': '15.09', 'KcalPerUnit': '384.58'}","{'Pirkka voita tai leivontamargariinia': {'Unit': 'g', 'Amount': '100'}, 'Pirkka kilomysliä': {'Unit': 'dl', 'Amount': '5'}, 'sokeria': {'Unit': 'dl', 'Amount': '1'}, 'maitoa': {'Unit': 'dl', 'Amount': '1/2'}, 'siirappia': {'Unit': 'rkl', 'Amount': '2'}, 'Pirkka vehnäjauhoja': {'Unit': 'dl', 'Amount': '1 1/2'}, 'leivinjauhetta': {'Unit': 'tl', 'Amount': '1'}}"
Pakastemarjat marinadissa,,g,,"{'CarbohydratePerUnit': '20.14', 'ProteinPerUnit': '0.70', 'FatPerUnit': '4.94', 'KcalPerUnit': '132.16'}","{'Pirkka marjasekoitusta (pakaste)': {'Unit': 'l', 'Amount': '1/2'}, 'vettä': {'Unit': 'dl', 'Amount': '2'}, 'hunajaa': {'Unit': 'dl', 'Amount': '1'}, 'sitruunan mehua': {'Unit': '', 'Amount': '1/2'}, 'kuohukermaa': {'Unit': 'dl', 'Amount': '1'}, 'sokeria': {'Unit': 'rkl', 'Amount': '1'}, 'vanilliinisokeria': {'Unit': 'tl', 'Amount': '1'}}"
Sipulikeitto,,g,4,"{'CarbohydratePerUnit': '4.30', 'ProteinPerUnit': '2.44', 'FatPerUnit': '3.29', 'KcalPerUnit': '56.39'}","{'Pirkka sipulikuutioita (pakaste)': {'Unit': 'ps', 'Amount': '2'}, 'Pirkka voita': {'Unit': 'rkl', 'Amount': '2'}, 'lihaliemikuutiota': {'Unit': '', 'Amount': '1 1/2'}, 'vettä': {'Unit': 'l', 'Amount': '1'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/2'}, 'timjamia': {'Unit': 'tl', 'Amount': '1'}, 'paahtoleipää': {'Unit': 'viipaletta', 'Amount': '4'}, 'Pirkka emmental-mozzarellajuustoraastetta': {'Unit': 'dl', 'Amount': '2'}}"
Stroganoff,,g,,"{'CarbohydratePerUnit': '2.98', 'ProteinPerUnit': '9.80', 'FatPerUnit': '6.40', 'KcalPerUnit': '108.80'}","{'naudan paistia kuutioituna': {'Unit': 'g', 'Amount': '500'}, 'sipuli': {'Unit': '', 'Amount': '1'}, 'juoksevaa rasvaseosta': {'Unit': 'rkl', 'Amount': '3'}, 'vettä': {'Unit': 'dl', 'Amount': '1'}, 'tomaattiketsuppia': {'Unit': 'rkl', 'Amount': '2'}, 'sinappia': {'Unit': 'rkl', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1 1/2'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/4'}, 'smetanaa': {'Unit': 'dl', 'Amount': '1-2'}, 'vehnäjauhoja': {'Unit': 'rkl', 'Amount': '2'}, 'maustekurkkuja kuutioituna': {'Unit': 'dl', 'Amount': '1'}}"
Verkkomelonirenkaat,250,g,4,"{'CarbohydratePerPortion': '29.80', 'CarbohydratePerUnit': '11.90', 'ProteinPerPortion': '4.00', 'ProteinPerUnit': '1.60', 'FatPerPortion': '8.50', 'FatPerUnit': '3.40', 'KcalPerPortion': '212.00', 'KcalPerUnit': '85.00'}","{'pieni Cantaloupe- eli verkkomeloni': {'Unit': '', 'Amount': '1'}, 'Pirkka vaniljakermajäätelöä': {'Unit': 'l', 'Amount': '1/2'}, 'Pirkka vaahterasiirappia': {'Unit': 'rkl', 'Amount': '2'}, 'mansikoita': {'Unit': 'g', 'Amount': 'n. 100'}, 'mantelilastuja': {'Unit': 'dl', 'Amount': '1/2'}}"
Vokattuja vihanneksia ja vuohenjuustoa,330,g,4,"{'CarbohydratePerPortion': '15.50', 'CarbohydratePerUnit': '4.70', 'ProteinPerPortion': '9.60', 'ProteinPerUnit': '2.90', 'FatPerPortion': '25.40', 'FatPerUnit': '7.70', 'KcalPerPortion': '333.00', 'KcalPerUnit': '101.00'}","{'Pirkka Parhaat vuohenjuustoa': {'Unit': 'g', 'Amount': '200'}, 'porkkanaa': {'Unit': '', 'Amount': '3'}, 'iso sipuli': {'Unit': '', 'Amount': '1'}, 'punainen paprika': {'Unit': '', 'Amount': '1'}, 'keltainen paprika': {'Unit': '', 'Amount': '1'}, 'vihreä paprika': {'Unit': '', 'Amount': '1'}, 'kesäkurpitsa': {'Unit': '', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}}"
Raparperipaistos ja vaniljajäätelö,230,g,4,"{'CarbohydratePerPortion': '55.20', 'CarbohydratePerUnit': '24.00', 'ProteinPerPortion': '7.80', 'ProteinPerUnit': '3.40', 'FatPerPortion': '34.00', 'FatPerUnit': '14.80', 'KcalPerPortion': '564.00', 'KcalPerUnit': '245.00'}","{'raparperia': {'Unit': 'g', 'Amount': '500'}, 'sokeria': {'Unit': 'dl', 'Amount': '1/2'}, 'Pirkka voita': {'Unit': 'g', 'Amount': '100'}, 'Pirkka omena-kanelimuromysliä': {'Unit': 'dl', 'Amount': '5'}, 'Pirkka vaniljakermajäätelöä': {'Unit': 'l', 'Amount': '1/2'}}"
Vesimelonisalaatti,115,g,4,"{'CarbohydratePerPortion': '4.30', 'CarbohydratePerUnit': '3.70', 'ProteinPerPortion': '1.20', 'ProteinPerUnit': '1.00', 'FatPerPortion': '7.20', 'FatPerUnit': '6.30', 'KcalPerPortion': '91.00', 'KcalPerUnit': '79.00'}","{'kurkkua': {'Unit': '', 'Amount': 'n. 10'}, 'tomaattia': {'Unit': '', 'Amount': '2-3'}}"
Grillattua possunfileetä,130,g,4,"{'CarbohydratePerPortion': '7.20', 'CarbohydratePerUnit': '5.50', 'ProteinPerPortion': '27.20', 'ProteinPerUnit': '20.90', 'FatPerPortion': '17.60', 'FatPerUnit': '13.50', 'KcalPerPortion': '302.00', 'KcalPerUnit': '232.00'}","{'Pirkka porsaan sisäfilee': {'Unit': '', 'Amount': '1'}, 'Pirkka ekstra-neitsytoliiviöljyä': {'Unit': 'dl', 'Amount': '1/2'}, 'sitruunanmehua': {'Unit': 'dl', 'Amount': '1/2'}, 'Pirkka juoksevaa hunajaa': {'Unit': 'rkl', 'Amount': '2'}, 'Pirkka soijakastiketta': {'Unit': 'rkl', 'Amount': '1'}, 'Pirkka pizzamaustetta': {'Unit': 'tl', 'Amount': '2'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1'}, 'chilijauhetta': {'Unit': 'tl', 'Amount': '1/2'}, 'korianteria': {'Unit': 'tl', 'Amount': '1/2'}}"
Silli-perunamunakas,420,g,2,"{'CarbohydratePerPortion': '34.10', 'CarbohydratePerUnit': '8.10', 'ProteinPerPortion': '23.80', 'ProteinPerUnit': '5.70', 'FatPerPortion': '30.80', 'FatPerUnit': '7.30', 'KcalPerPortion': '538.00', 'KcalPerUnit': '128.00'}","{'Pirkka kananmunaa': {'Unit': '', 'Amount': '4'}, 'Pirkka herkkusilliä matjeskastikkeessa, MSC': {'Unit': 'prk', 'Amount': '1/2'}, 'uusia perunoita keitettynä': {'Unit': 'g', 'Amount': 'n. 300'}, 'nippusipulia varsineen (tai pala purjoa)': {'Unit': '', 'Amount': '1-2'}, 'öljyä': {'Unit': 'rkl', 'Amount': '2'}, 'vettä': {'Unit': 'rkl', 'Amount': '3'}, 'herkkusillin lientä': {'Unit': 'rkl', 'Amount': '1'}, 'Pirkka emmental-mozzarellajuustoraastetta': {'Unit': 'dl', 'Amount': '1/2'}, 'retiisiä': {'Unit': '', 'Amount': '3-4'}}"
Broilerileikkeet oliivisella vihanneslisäkkeellä,250,g,4,"{'CarbohydratePerPortion': '25.80', 'CarbohydratePerUnit': '10.30', 'ProteinPerPortion': '54.20', 'ProteinPerUnit': '21.70', 'FatPerPortion': '34.00', 'FatPerUnit': '13.60', 'KcalPerPortion': '610.00', 'KcalPerUnit': '244.00'}","{'Pirkka hunajamarinoituja broilerin ohutleikkeitä': {'Unit': 'rs', 'Amount': '2'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1/2'}, 'Pirkka purjo': {'Unit': '', 'Amount': '1'}, 'Pirkka porkkanaa': {'Unit': '', 'Amount': '3'}, 'Pirkka kalamataoliivia': {'Unit': '', 'Amount': 'n. 15'}}"
Ihana iltapalasalaatti,430,g,5,"{'CarbohydratePerPortion': '18.90', 'CarbohydratePerUnit': '4.40', 'ProteinPerPortion': '26.70', 'ProteinPerUnit': '6.20', 'FatPerPortion': '17.60', 'FatPerUnit': '4.10', 'KcalPerPortion': '353.00', 'KcalPerUnit': '82.00'}","{'hunajamarinoituja kalkkunan fileesuikaleita': {'Unit': 'rs', 'Amount': '1'}, 'vihreää tankoparsaa (säilyke)': {'Unit': 'tlk', 'Amount': '1'}, 'Pirkka katkarapuja (pakaste)': {'Unit': 'ps', 'Amount': '1'}, 'keräsalaatti': {'Unit': '', 'Amount': '1'}, 'lollo rosso -salaatti': {'Unit': '', 'Amount': '1'}, 'rucolasalaattia': {'Unit': 'ruukku', 'Amount': '1'}, 'kurkkua': {'Unit': '', 'Amount': '1/4'}, 'kirsikkatomaatteja': {'Unit': 'rs', 'Amount': '1'}, 'pariisinperunoita': {'Unit': 'g', 'Amount': '400'}, 'Pirkka salaattijuustokuutioita': {'Unit': 'tlk', 'Amount': '1/2'}, 'crème fraîchea (ranskankerma)': {'Unit': 'prk', 'Amount': '1'}, 'basilikaa hienonnettuna': {'Unit': 'dl', 'Amount': '1/2'}, 'ruohosipulia hienonnettuna': {'Unit': 'dl', 'Amount': '1/2'}}"
Kesäinen kaalisalaatti,125,g,4,"{'CarbohydratePerPortion': '3.60', 'CarbohydratePerUnit': '2.90', 'ProteinPerPortion': '1.90', 'ProteinPerUnit': '1.50', 'FatPerPortion': '0.40', 'FatPerUnit': '0.30', 'KcalPerPortion': '41.00', 'KcalPerUnit': '33.00'}","{'valkokaalia': {'Unit': 'g', 'Amount': 'n. 250'}, 'purjoa': {'Unit': '', 'Amount': '1/2'}, 'tuoretta kurkkua': {'Unit': '', 'Amount': '1/4'}, 'tilliä': {'Unit': '', 'Amount': '1/2'}, 'persiljaa': {'Unit': '', 'Amount': '1/2'}, 'sitruuna-vinaigrette-': {'Unit': 'dl', 'Amount': 'n. 1/2'}}"
Kapris-jauhelihapihvit,150,g,4,"{'CarbohydratePerPortion': '1.60', 'CarbohydratePerUnit': '1.10', 'ProteinPerPortion': '30.20', 'ProteinPerUnit': '20.10', 'FatPerPortion': '25.50', 'FatPerUnit': '17.00', 'KcalPerPortion': '366.00', 'KcalPerUnit': '244.00'}","{'naudan vähärasvaista jauhelihaa': {'Unit': 'g', 'Amount': '600'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/2'}, 'basilikaa tai oreganoa': {'Unit': 'tl', 'Amount': '1'}, 'chilikastiketta': {'Unit': 'rkl', 'Amount': '2-3'}, 'Pirkka kapriksia': {'Unit': 'prk', 'Amount': '1'}, 'smetanaa': {'Unit': 'prk', 'Amount': '1'}, 'Pirkka sinappia': {'Unit': 'rkl', 'Amount': '2'}, 'Pirkka juoksevaa hunajaa': {'Unit': 'rkl', 'Amount': '1'}}"
Minttumarinoidut tomaatit,140,g,4,"{'CarbohydratePerPortion': '7.70', 'CarbohydratePerUnit': '5.50', 'ProteinPerPortion': '1.00', 'ProteinPerUnit': '0.70', 'FatPerPortion': '13.60', 'FatPerUnit': '9.70', 'KcalPerPortion': '160.00', 'KcalPerUnit': '114.00'}","{'tomaattia': {'Unit': '', 'Amount': '5-6'}, 'Pirkka ekstra-neitsytoliiviöljyä': {'Unit': 'dl', 'Amount': '1/2'}, 'omenaviinietikkaa': {'Unit': 'rkl', 'Amount': '2'}, 'Pirkka juoksevaa hunajaa': {'Unit': 'rkl', 'Amount': '1/2'}, 'kuivattua minttua': {'Unit': 'tl', 'Amount': '1'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/4'}}"
Italialainen vihannesvuokaleipä,,g,6,"{'CarbohydratePerUnit': '20.78', 'ProteinPerUnit': '5.61', 'FatPerUnit': '6.63', 'KcalPerUnit': '165.72'}","{'Pirkka sipulikuutioita (pakaste)': {'Unit': 'ps', 'Amount': '1/2'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1'}, 'hiivaa': {'Unit': 'g', 'Amount': 'n. 20'}, 'vettä': {'Unit': 'dl', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'vehnäjauhoja': {'Unit': 'dl', 'Amount': '2'}, 'Pirkka hiivaleipävehnäjauhoja': {'Unit': 'dl', 'Amount': 'n. 2'}, 'keltainen paprika': {'Unit': '', 'Amount': '1'}, 'kesäkurpitsaa': {'Unit': '', 'Amount': '1/2'}, 'Pirkka kirsikkatomaattia': {'Unit': '', 'Amount': '10-12'}, 'oreganoa': {'Unit': 'tl', 'Amount': '1'}, 'Pirkka emmental-mozzarellajuustoraastetta': {'Unit': 'dl', 'Amount': '1'}}"
Nopeat ruohosipuli-juustosämpylät,,g,20,"{'CarbohydratePerUnit': '33.45', 'ProteinPerUnit': '11.62', 'FatPerUnit': '8.10', 'KcalPerUnit': '254.43'}","{'Pirkka hiivaleipävehnäjauhoja': {'Unit': 'dl', 'Amount': '9-10'}, 'leivinjauhetta': {'Unit': 'tl', 'Amount': '4'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'margariinia': {'Unit': 'g', 'Amount': '100'}, 'Pirkka emmental-mozzarellajuustoraastetta': {'Unit': 'g', 'Amount': '150'}, 'ruohosipulia hienonnettuna': {'Unit': 'dl', 'Amount': '1/2'}, 'kananmunaa': {'Unit': '', 'Amount': '2'}, 'rasvatonta maitoa': {'Unit': 'dl', 'Amount': '3'}}"
Juuresraastekeitto,,g,4,"{'CarbohydratePerUnit': '4.45', 'ProteinPerUnit': '1.55', 'FatPerUnit': '2.07', 'KcalPerUnit': '43.76'}","{'Pirkka pekonia': {'Unit': 'pkt', 'Amount': '1'}, 'perunaa (keltainen pussi)': {'Unit': '', 'Amount': '4'}, 'porkkanaa': {'Unit': '', 'Amount': '4'}, 'palsternakka': {'Unit': '', 'Amount': '1'}, 'sipuli': {'Unit': '', 'Amount': '1'}, 'vettä': {'Unit': 'l', 'Amount': '1'}, 'kasvisliemikuutiota': {'Unit': '', 'Amount': '2'}, 'basilikaa': {'Unit': 'tl', 'Amount': '1 1/2'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/2'}}"
Jauheliha-pekonipihvit ja kermaviilikastike,,g,5,"{'CarbohydratePerUnit': '3.08', 'ProteinPerUnit': '10.94', 'FatPerUnit': '13.35', 'KcalPerUnit': '175.17'}","{'paprika': {'Unit': '', 'Amount': '1'}, 'sipulikuutioita (pakaste)': {'Unit': 'ps', 'Amount': '1/2'}, 'naudan jauhelihaa': {'Unit': 'g', 'Amount': '600'}, 'Pirkka tomaattisosetta': {'Unit': 'rkl', 'Amount': '1-2'}, 'piparjuuritahnaa': {'Unit': 'rkl', 'Amount': '1'}, 'sinappia': {'Unit': 'rkl', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1'}, 'HK Amerikan pekonia': {'Unit': 'pkt', 'Amount': '1'}, 'Pirkka Kevyt kermaviiliä': {'Unit': 'prk', 'Amount': '1'}, 'sitruunanmehua tai viinietikkaa': {'Unit': 'rkl', 'Amount': '1/2'}, 'sokeria': {'Unit': 'tl', 'Amount': '1'}, 'tuoretta tilliä, persiljaa ja ruohosipulia': {'Unit': 'dl', 'Amount': '1/2-1'}}"
Sitruunainen sienisalaatti,,g,,"{'CarbohydratePerUnit': '3.48', 'ProteinPerUnit': '3.09', 'FatPerUnit': '10.45', 'KcalPerUnit': '125.01'}","{'suolasieniä': {'Unit': 'g', 'Amount': '500'}, 'sipuli': {'Unit': '', 'Amount': '1'}, 'kuohukermaa': {'Unit': 'dl', 'Amount': '2'}, 'tuorejuustoa': {'Unit': 'rs', 'Amount': '1'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/2'}, 'sokeria': {'Unit': 'tl', 'Amount': '1/2-1'}, 'sitruunan raastettu kuori': {'Unit': '', 'Amount': '1'}, 'sitruunanmehua': {'Unit': 'rkl', 'Amount': '2'}}"
