name,size,unit,portions,nutrition,ingredients
Hedelmäinen kinkkusalaatti,215,g,n. 6,"{'CarbohydratePerPortion': '19.00', 'CarbohydratePerUnit': '8.80', 'ProteinPerPortion': '9.00', 'ProteinPerUnit': '4.20', 'FatPerPortion': '8.00', 'FatPerUnit': '3.70', 'KcalPerPortion': '182.00', 'KcalPerUnit': '85.00'}","{'päärynää': {'Unit': '', 'Amount': '2'}, 'ananasviipaleita': {'Unit': 'tlk', 'Amount': '1'}, 'kurkkua': {'Unit': '', 'Amount': '1/2'}, 'salaattisikuria': {'Unit': '', 'Amount': '1-2'}, 'jääsalaattia': {'Unit': 'ruukku', 'Amount': '1'}, 'Pirkka ylikypsää saunapalvikinkkua (pala)': {'Unit': 'pkt', 'Amount': '1/2'}, 'Pirkka aurinkokuivattuja tomaatteja': {'Unit': 'tlk', 'Amount': '1/2'}, 'punasipulia': {'Unit': '', 'Amount': '1/2'}, 'kuivattuja, pehmeitä aprikooseja': {'Unit': 'kpl', 'Amount': '5'}, 'vettä': {'Unit': 'dl', 'Amount': 'n. 1'}, 'valkoista balsamiviinietikkaa': {'Unit': 'dl', 'Amount': '3/4'}, 'oliiviöljyä': {'Unit': 'dl', 'Amount': '1/4'}, 'ananastölkin lientä': {'Unit': 'rkl', 'Amount': '2-3'}}"
Broileri-pastasalaatti,,g,4-5,"{'CarbohydratePerUnit': '18.34', 'ProteinPerUnit': '5.75', 'FatPerUnit': '3.94', 'KcalPerUnit': '131.71'}","{'Pirkka farfallepastaa': {'Unit': 'dl', 'Amount': '7'}, 'banaani': {'Unit': '', 'Amount': '1'}, 'kermaviiliä': {'Unit': 'tlk', 'Amount': '1'}, 'rakuunaa': {'Unit': 'tl', 'Amount': '2'}, 'suolaa': {'Unit': 'tl', 'Amount': 'n. 1/2'}, 'broilerin fileesuikaleita, hunajamarinoitu': {'Unit': 'rs', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1'}, 'currya': {'Unit': 'tl', 'Amount': '2'}, 'Pirkka persikanpuolikkaita mehussa': {'Unit': 'tlk', 'Amount': '1'}, 'omenaa': {'Unit': '', 'Amount': '2'}, 'punasipuli': {'Unit': '', 'Amount': '1'}, 'lehtisellerin vartta': {'Unit': '', 'Amount': '2'}}"
Helppo silakkalaatikko,,g,5,"{'CarbohydratePerUnit': '10.56', 'ProteinPerUnit': '5.70', 'FatPerUnit': '9.22', 'KcalPerUnit': '145.53'}","{'Pirkka viipaleperunoita (pakaste)': {'Unit': 'ps', 'Amount': '2'}, 'silakkafileitä': {'Unit': 'g', 'Amount': '300'}, 'ruokakermaa': {'Unit': 'tlk', 'Amount': '2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1 1/2'}, 'pippurisekoitusta': {'Unit': 'tl', 'Amount': '1'}, 'tilliä hienonnettuna': {'Unit': 'dl', 'Amount': '1'}, 'Pirkka ylikypsää palvikylkeä': {'Unit': 'pkt', 'Amount': '1'}}"
Poronkäristyspasta,,g,4,"{'CarbohydratePerUnit': '16.41', 'ProteinPerUnit': '6.87', 'FatPerUnit': '4.88', 'KcalPerUnit': '138.79'}","{'Pirkka gnocchi -pastaa': {'Unit': 'g', 'Amount': '250'}, 'Pirkka poronkäristystä (pakaste)': {'Unit': 'g', 'Amount': '240'}, 'juoksevaa rasvaseosta': {'Unit': 'rkl', 'Amount': '1'}, 'punasipuli (tai pakastesipulikuutioita)': {'Unit': '', 'Amount': '1'}, 'valkosipulinkynsi': {'Unit': '', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': 'n. 1/2'}, 'Pirkka viispippuria myllystä': {'Unit': 'tl', 'Amount': '1/2'}, 'vettä': {'Unit': 'dl', 'Amount': '1 1/2'}, 'Pirkka ruokakermaa': {'Unit': 'tlk', 'Amount': '1'}, 'tomaattia': {'Unit': '', 'Amount': '2'}, 'Pirkka maustekurkkuviipaleita': {'Unit': 'dl', 'Amount': '2'}, 'persiljaa hienonnettuna': {'Unit': 'dl', 'Amount': '1'}, 'puolukoita (pakaste)': {'Unit': 'dl', 'Amount': '1'}}"
Timjamipähkinät ja -mantelit,,g,6,"{'CarbohydratePerUnit': '15.55', 'ProteinPerUnit': '17.54', 'FatPerUnit': '53.10', 'KcalPerUnit': '594.87'}","{'Pirkka cashewpähkinöitä': {'Unit': 'dl', 'Amount': '1 1/2'}, 'Pirkka manteleita': {'Unit': 'dl', 'Amount': '1 1/2'}, 'timjamia': {'Unit': 'tl', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/4'}, 'chiliä': {'Unit': 'tl', 'Amount': '1/4'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1'}}"
Autokakku,170,g,10,"{'CarbohydratePerPortion': '69.00', 'CarbohydratePerUnit': '40.60', 'ProteinPerPortion': '7.00', 'ProteinPerUnit': '4.10', 'FatPerPortion': '17.00', 'FatPerUnit': '10.00', 'KcalPerPortion': '460.00', 'KcalPerUnit': '271.00'}","{'kananmunaa': {'Unit': '', 'Amount': '4'}, 'sokeria': {'Unit': 'rkl', 'Amount': '1'}, 'vehnäjauhoja': {'Unit': 'dl', 'Amount': '1 1/2'}, 'kaakaojauhetta (tummaa)': {'Unit': 'dl', 'Amount': '1/2'}, 'leivinjauhetta': {'Unit': 'tl', 'Amount': '1'}, 'maitoa': {'Unit': 'dl', 'Amount': '1 1/2'}, 'vanilliinisokeria': {'Unit': 'tl', 'Amount': '1'}, 'banaania': {'Unit': '', 'Amount': '2'}, 'viinirypäleitä': {'Unit': 'g', 'Amount': 'n. 200'}, 'Pirkka persikkaviipaleita sokeriliemessä': {'Unit': 'tlk', 'Amount': '1'}, 'vispikermaa': {'Unit': 'dl', 'Amount': '2'}, 'taloussuklaata': {'Unit': 'g', 'Amount': '100'}, 'Pirkka maustamatonta tuorejuustoa': {'Unit': 'rs', 'Amount': '1'}, 'kevytmaitoa': {'Unit': 'rkl', 'Amount': '2'}, 'värikkäitä makeisia': {'Unit': 'g', 'Amount': 'n. 300'}}"
Meksikolainen jauheliha-papupiiras,,g,8,"{'CarbohydratePerUnit': '12.26', 'ProteinPerUnit': '7.55', 'FatPerUnit': '8.79', 'KcalPerUnit': '157.94'}","{'Pirkka piirakkataikinaa (pakaste)': {'Unit': 'pkt', 'Amount': '1'}, 'Pirkka naudan jauhelihaa (10 %)': {'Unit': 'g', 'Amount': '400'}, 'Pirkka kidneypapuja': {'Unit': 'tlk', 'Amount': '1'}, 'sipuli': {'Unit': '', 'Amount': '1'}, 'Pirkka salsa Mexicana -meksikolaiskastiketta': {'Unit': 'tlk', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'vehnäjauhoja': {'Unit': 'rkl', 'Amount': '1'}, 'Pirkka Italian yrtit tuorejuustoa': {'Unit': 'rs', 'Amount': '1'}, 'punasipuli': {'Unit': '', 'Amount': '1'}, 'paprika': {'Unit': '', 'Amount': '1'}}"
Kukkakaali-tonnikalasalaatti,,g,6,"{'CarbohydratePerUnit': '3.09', 'ProteinPerUnit': '7.54', 'FatPerUnit': '9.51', 'KcalPerUnit': '132.04'}","{'kukkakaali': {'Unit': '', 'Amount': '1'}, 'Pirkka tonnikalaa öljyssä': {'Unit': 'tlk', 'Amount': '2'}, 'punasipuli': {'Unit': '', 'Amount': '1'}, 'ruohosipulia': {'Unit': 'dl', 'Amount': '1/2'}, 'Pirkka kapriksia': {'Unit': 'rkl', 'Amount': '2'}, 'Pirkka ekstra-neitsytoliiviöljyä': {'Unit': 'rkl', 'Amount': '3'}, 'valkoviinietikkaa': {'Unit': 'rkl', 'Amount': '3'}, 'Pirkka juoksevaa hunajaa': {'Unit': 'tl', 'Amount': '2'}, 'Pirkka sinappia': {'Unit': 'rkl', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/4'}}"
Lämmin kaali-fetasalaatti,,g,6,"{'CarbohydratePerUnit': '3.46', 'ProteinPerUnit': '3.54', 'FatPerUnit': '8.84', 'KcalPerUnit': '107.82'}","{'valkokaalia': {'Unit': 'g', 'Amount': '500'}, 'punasipuli': {'Unit': '', 'Amount': '1'}, 'tomaattia': {'Unit': '', 'Amount': '2'}, 'kurkku': {'Unit': '', 'Amount': '1/2'}, 'Pirkka salaattijuustokuutioita': {'Unit': 'tlk', 'Amount': '1'}, 'Pirkka kalamataoliivia': {'Unit': '', 'Amount': '15'}, 'öljyä': {'Unit': 'rkl', 'Amount': '2'}, 'valko- tai omenaviinietikkaa': {'Unit': 'rkl', 'Amount': '2'}, 'Pirkka juoksevaa hunajaa': {'Unit': 'tl', 'Amount': '1'}, 'oreganoa': {'Unit': 'tl', 'Amount': '1'}, 'rosmariinia': {'Unit': 'tl', 'Amount': '1/2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}}"
Punainen ahvenpata,320,g,4,"{'CarbohydratePerPortion': '8.00', 'CarbohydratePerUnit': '2.50', 'ProteinPerPortion': '26.00', 'ProteinPerUnit': '8.10', 'FatPerPortion': '10.00', 'FatPerUnit': '3.10', 'KcalPerPortion': '230.00', 'KcalPerUnit': '72.00'}","{'Pirkka ahvenfileitä (pakaste)': {'Unit': 'ps', 'Amount': '1'}, 'porkkanaa': {'Unit': '', 'Amount': '3'}, 'fenkoli': {'Unit': '', 'Amount': '1'}, 'purjoa': {'Unit': '', 'Amount': 'n. 10'}, 'öljyä': {'Unit': 'rkl', 'Amount': '2'}, 'Pirkka tomaattisosetta': {'Unit': 'rkl', 'Amount': '2'}, 'vettä': {'Unit': 'dl', 'Amount': '4'}, 'kalaliemikuutio': {'Unit': '', 'Amount': '1'}, 'laakerinlehti': {'Unit': '', 'Amount': '1'}, 'kokonaista maustepippuria': {'Unit': '', 'Amount': '6-8'}, 'timjamia': {'Unit': 'tl', 'Amount': '1'}, 'sitruunanmehua': {'Unit': 'rkl', 'Amount': '1'}, 'Pirkka katkarapuja (pakaste)': {'Unit': 'ps', 'Amount': '1'}, 'tomaattia': {'Unit': '', 'Amount': '3'}}"
Sisäfileepihvit ja viherpippurikastike,155,g,4,"{'CarbohydratePerPortion': '2.00', 'CarbohydratePerUnit': '1.30', 'ProteinPerPortion': '31.00', 'ProteinPerUnit': '20.00', 'FatPerPortion': '16.00', 'FatPerUnit': '10.30', 'KcalPerPortion': '275.00', 'KcalPerUnit': '177.00'}","{'naudan sisäfileetä': {'Unit': 'g', 'Amount': '500-600'}, 'viherpippureita murskattuna ja muutama kokonainen': {'Unit': 'tl', 'Amount': '1'}, 'ruokakermaa, 15 %': {'Unit': 'prk', 'Amount': '1'}, 'lihafondia': {'Unit': 'tl', 'Amount': '2'}}"
Hapankaali-kinkkupiirakka,230,g,6,"{'CarbohydratePerPortion': '33.00', 'CarbohydratePerUnit': '14.30', 'ProteinPerPortion': '16.00', 'ProteinPerUnit': '7.00', 'FatPerPortion': '31.00', 'FatPerUnit': '13.50', 'KcalPerPortion': '470.00', 'KcalPerUnit': '204.00'}","{'Pirkka rukiista piirakkataikinaa (pakaste)': {'Unit': 'pkt', 'Amount': '1'}, 'iso sipuli': {'Unit': '', 'Amount': '1'}, 'valkosipulinkynttä': {'Unit': '', 'Amount': '3'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1'}, 'Pirkka ylikypsää saunapalvikinkkua': {'Unit': 'g', 'Amount': '200'}, 'Pirkka hapankaalia': {'Unit': 'rs', 'Amount': '1'}, 'siirappia': {'Unit': 'rkl', 'Amount': '2'}, 'meiramia': {'Unit': 'tl', 'Amount': '2'}, 'persiljaa tai tilliä hienonnettuna': {'Unit': 'dl', 'Amount': '1/2'}, 'smetanaa': {'Unit': 'prk', 'Amount': '1'}, 'maitoa': {'Unit': 'dl', 'Amount': '2 1/2'}, 'kananmunaa': {'Unit': '', 'Amount': '2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}}"
Punajuuristroganov,190,g,5-6,"{'CarbohydratePerPortion': '7.00', 'CarbohydratePerUnit': '3.70', 'ProteinPerPortion': '20.00', 'ProteinPerUnit': '10.50', 'FatPerPortion': '12.00', 'FatPerUnit': '6.30', 'KcalPerPortion': '215.00', 'KcalPerUnit': '113.00'}","{'Pirkka naudan sisäpaistia': {'Unit': 'g', 'Amount': 'n. 500'}, 'Pirkka juoksevaa kasviöljyvalmistetta': {'Unit': 'rkl', 'Amount': '2'}, 'vettä': {'Unit': 'dl', 'Amount': '4'}, 'sipuli': {'Unit': '', 'Amount': '1'}, 'vehnäjauhoja': {'Unit': 'rkl', 'Amount': '3'}, 'tuoretta punajuurta': {'Unit': '', 'Amount': '3'}, 'suolaa': {'Unit': 'tl', 'Amount': '1 1/2'}, 'Pirkka balsamiviinietikkaa': {'Unit': 'tl', 'Amount': '2'}, 'Pirkka tomaattisosetta': {'Unit': 'rkl', 'Amount': '2'}, 'smetanaa': {'Unit': 'dl', 'Amount': '1/2'}, 'maustekurkkuviipaleita': {'Unit': 'dl', 'Amount': 'n. 2'}}"
Ananas-hedelmäsalaatti,260,g,4,"{'CarbohydratePerPortion': '42.00', 'CarbohydratePerUnit': '16.20', 'ProteinPerPortion': '4.00', 'ProteinPerUnit': '1.50', 'FatPerPortion': '11.00', 'FatPerUnit': '4.20', 'KcalPerPortion': '290.00', 'KcalPerUnit': '112.00'}","{'tuore ananas': {'Unit': '', 'Amount': '1'}, 'appelsiini': {'Unit': '', 'Amount': '1'}, 'viinirypäleitä': {'Unit': 'g', 'Amount': 'n. 250'}, 'persimonia': {'Unit': '', 'Amount': '1-2'}, 'vettä': {'Unit': 'dl', 'Amount': '1 1/2'}, 'sokeria': {'Unit': 'dl', 'Amount': '1/2'}, 'rosmariinia': {'Unit': '', 'Amount': '1'}, 'punainen chilipalko': {'Unit': '', 'Amount': '1'}, 'limetti': {'Unit': '', 'Amount': '1'}, 'Pirkka kookoshiutaleita tai mantelilastuja': {'Unit': 'rkl', 'Amount': '2-3'}}"
Paprika-vuohenjuustopitko,90,g,20,"{'CarbohydratePerPortion': '25.00', 'CarbohydratePerUnit': '27.80', 'ProteinPerPortion': '8.00', 'ProteinPerUnit': '8.90', 'FatPerPortion': '9.00', 'FatPerUnit': '10.00', 'KcalPerPortion': '250.00', 'KcalPerUnit': '278.00'}","{'maitoa': {'Unit': 'dl', 'Amount': '3'}, 'kuivahiivaa': {'Unit': 'ps', 'Amount': '1'}, 'siirappia': {'Unit': 'rkl', 'Amount': '2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'timjamia': {'Unit': 'tl', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '2'}, 'Pirkka sämpyläjauhoja': {'Unit': 'dl', 'Amount': '4'}, 'vehnäjauhoja': {'Unit': 'dl', 'Amount': 'n. 3'}, 'paprikaa': {'Unit': 'kpl', 'Amount': '3-4'}, 'Pirkka Parhaat vuohenjuustoa': {'Unit': 'pkt', 'Amount': '1'}, 'Pirkka vihreää pestoa': {'Unit': 'dl', 'Amount': '1/2'}, 'Pirkka mantelirouhetta': {'Unit': 'dl', 'Amount': 'n. 1/2'}}"
Lohiperhoset ja kurkkusalsa,220,g,4,"{'CarbohydratePerPortion': '2.55', 'CarbohydratePerUnit': '1.11', 'ProteinPerPortion': '23.62', 'ProteinPerUnit': '10.27', 'FatPerPortion': '24.01', 'FatPerUnit': '10.44', 'KcalPerPortion': '321.82', 'KcalPerUnit': '139.92'}","{'tuoretta kurkkua': {'Unit': 'g', 'Amount': '200'}, 'iso kiinteä kypsä tomaatti': {'Unit': '', 'Amount': '1'}, 'kevätsipulin vartta': {'Unit': '', 'Amount': '3'}, 'Pirkka mieto punainen chili': {'Unit': '', 'Amount': '1/2-1'}, 'sitruunanmehua': {'Unit': 'rkl', 'Amount': '2'}, 'Pirkka ekstra-neitsytoliiviöljyä': {'Unit': 'rkl', 'Amount': '3'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/3'}, 'tilliä hienonnettuna': {'Unit': 'dl', 'Amount': '1'}, 'Leroy lohimedaljonkeja': {'Unit': 'rs', 'Amount': '2'}}"
Basilikamarinoidut broilerinfileet,90,g,12,"{'CarbohydratePerPortion': '1.00', 'CarbohydratePerUnit': '1.10', 'ProteinPerPortion': '19.00', 'ProteinPerUnit': '21.10', 'FatPerPortion': '11.00', 'FatPerUnit': '12.20', 'KcalPerPortion': '175.00', 'KcalPerUnit': '194.00'}","{'Kariniemen kananpojan fileepihvejä': {'Unit': 'rs', 'Amount': '2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/4'}, 'öljyä': {'Unit': 'rkl', 'Amount': '3-4'}, 'valkoista balsamiviinietikkaa': {'Unit': 'rkl', 'Amount': '3'}, 'Pirkka ekstra-neitsytoliiviöljyä': {'Unit': 'rkl', 'Amount': '4'}, 'Pirkka basilikaa (tuore)': {'Unit': 'ruukku', 'Amount': '1'}, 'Pirkka jääsalaattia': {'Unit': 'ruukku', 'Amount': '1'}}"
Gorgonzola-päärynäpasta,200,g,4,"{'CarbohydratePerPortion': '11.00', 'CarbohydratePerUnit': '5.50', 'ProteinPerPortion': '9.00', 'ProteinPerUnit': '4.50', 'FatPerPortion': '16.00', 'FatPerUnit': '8.00', 'KcalPerPortion': '220.00', 'KcalPerUnit': '110.00'}","{'Pirkka tagliatelle-pastaa': {'Unit': 'g', 'Amount': '300'}, 'kesäkurpitsaa': {'Unit': 'g', 'Amount': '300'}, 'kypsää päärynää': {'Unit': '', 'Amount': '2'}, 'voita': {'Unit': 'rkl', 'Amount': '1-2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/4'}, 'Gorgonzola-sinihomejuustoa': {'Unit': 'g', 'Amount': '150'}, 'pastan keitinlientä': {'Unit': 'dl', 'Amount': 'n. 1/2-3/4'}, 'basilikaa tai ruohosipulia hienonnettuna': {'Unit': 'dl', 'Amount': '1/2'}}"
Pariloitu tonnikala gremolata ja panzanella,300,g,6,"{'CarbohydratePerPortion': '21.00', 'CarbohydratePerUnit': '7.00', 'ProteinPerPortion': '37.00', 'ProteinPerUnit': '12.30', 'FatPerPortion': '16.00', 'FatPerUnit': '5.30', 'KcalPerPortion': '375.00', 'KcalPerUnit': '125.00'}","{'paprika': {'Unit': '', 'Amount': '1'}, 'maalaisleipää': {'Unit': 'g', 'Amount': 'n. 100'}, 'Pirkka ekstra-neitsytoliiviöljyä': {'Unit': 'rkl', 'Amount': '2'}, 'punaviinietikkaa': {'Unit': 'rkl', 'Amount': '2'}, 'vettä': {'Unit': 'rkl', 'Amount': '2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'Pirkka ruskeita papuja suolaliemessä': {'Unit': 'tlk', 'Amount': '1'}, 'Pirkka salottisipulia renkaina': {'Unit': '', 'Amount': '4'}, 'persiljaa hienonnettuna': {'Unit': 'dl', 'Amount': '1/2'}, 'kypsää tomaattia': {'Unit': '', 'Amount': '5-6'}, 'kapriksia': {'Unit': 'rkl', 'Amount': '3'}, 'rucolaa': {'Unit': 'ruukku', 'Amount': '1'}, 'Pirkka tonnikalapihvejä, MSC (Pakaste)': {'Unit': 'pkt', 'Amount': '3'}, 'rypsiöljyä': {'Unit': 'rkl', 'Amount': '2-3'}, 'sitruunan mehu': {'Unit': '', 'Amount': '1/2'}, 'sitruunan raastettu kuori': {'Unit': '', 'Amount': '1'}, 'valkosipulinkynsi': {'Unit': '', 'Amount': '1'}}"
Kurkku-jogurttikeitto,,g,5,"{'CarbohydratePerUnit': '6.91', 'ProteinPerUnit': '2.91', 'FatPerUnit': '2.18', 'KcalPerUnit': '58.90'}","{'maustamatonta jogurttia': {'Unit': 'tlk', 'Amount': '2'}, 'kurkkua': {'Unit': '', 'Amount': '2'}, 'valkosipulinkynsi': {'Unit': '', 'Amount': '1'}, 'basilikaa': {'Unit': 'ruukku', 'Amount': '1'}, 'limetin mehu': {'Unit': '', 'Amount': '1'}, 'Pirkka juoksevaa hunajaa': {'Unit': 'rkl', 'Amount': '1'}, 'inkivääritahnaa': {'Unit': 'tl', 'Amount': '1-2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1'}, 'sambal oelek chilitahnaa': {'Unit': 'tl', 'Amount': '1/2'}}"
Prinsessan keikauskakku,105,g,16,"{'CarbohydratePerPortion': '33.00', 'CarbohydratePerUnit': '31.40', 'ProteinPerPortion': '6.00', 'ProteinPerUnit': '5.70', 'FatPerPortion': '10.00', 'FatPerUnit': '9.50', 'KcalPerPortion': '250.00', 'KcalPerUnit': '238.00'}","{'kananmunaa': {'Unit': '', 'Amount': '4'}, 'sokeria': {'Unit': 'dl', 'Amount': '1/2'}, 'vehnäjauhoja': {'Unit': 'dl', 'Amount': '1 1/2'}, 'perunajauhoja': {'Unit': 'rkl', 'Amount': '2'}, 'leivinjauhetta': {'Unit': 'tl', 'Amount': '1'}, 'vettä': {'Unit': 'dl', 'Amount': '1/2'}, 'sitruunanmehua': {'Unit': 'dl', 'Amount': '1/2'}, 'vadelmia (pakaste)': {'Unit': 'ps', 'Amount': '2'}, 'vispikermaa': {'Unit': 'tlk', 'Amount': '1'}, 'rahkaa': {'Unit': 'tlk', 'Amount': '1'}, 'vanilliinisokeria': {'Unit': 'tl', 'Amount': '1'}, 'vihreää marsipaania': {'Unit': 'pkt', 'Amount': '1'}}"
Tomaatti-mozzarellajauhelihapihvit,,g,6,"{'CarbohydratePerUnit': '3.52', 'ProteinPerUnit': '11.96', 'FatPerUnit': '6.06', 'KcalPerUnit': '116.97'}","{'Pirkka korppujauhoja': {'Unit': 'dl', 'Amount': '1'}, 'vettä': {'Unit': 'dl', 'Amount': '2'}, 'sipulia': {'Unit': '', 'Amount': '1-2'}, 'Pirkka naudan vähärasvaista jauhelihaa': {'Unit': 'pkt', 'Amount': '2'}, 'kananmuna': {'Unit': '', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1'}, 'oreganoa': {'Unit': 'tl', 'Amount': '1 1/2'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/2'}, 'tomaattia': {'Unit': '', 'Amount': '2-3'}, 'Pirkka mozzarellaa': {'Unit': 'pkt', 'Amount': '1'}, 'anjovisfileitä': {'Unit': 'rs', 'Amount': '1'}}"
Juhlasalaatti,,g,6-8,"{'CarbohydratePerUnit': '18.27', 'ProteinPerUnit': '8.29', 'FatPerUnit': '9.31', 'KcalPerUnit': '189.16'}","{'Pirkka farfallepastaa': {'Unit': 'dl', 'Amount': '7'}, 'Pirkka hunajamarinoituja broilerin fileepihvejä': {'Unit': 'rs', 'Amount': '1'}, 'Pirkka aurinkokuivattuja tomaatteja': {'Unit': 'tlk', 'Amount': '1/2'}, 'aurinkokuivattujen tomaattien öljyä': {'Unit': 'rkl', 'Amount': '1'}, 'Pirkka balsamiviinietikkaa': {'Unit': 'rkl', 'Amount': '3'}, 'Pirkka pekaanipähkinöitä': {'Unit': 'g', 'Amount': '100'}, 'Pirkka Parhaat vuohenjuustoa': {'Unit': 'pkt', 'Amount': '1'}, 'viinirypäleitä': {'Unit': 'g', 'Amount': 'n. 300'}, 'Pirkka päärynänpuolikkaita sokeriliemessä': {'Unit': 'tlk', 'Amount': '1'}, 'tammenlehtisalaattia': {'Unit': 'ruukku', 'Amount': '1'}, 'jääsalaattia': {'Unit': 'ruukku', 'Amount': '1'}, 'Pirkka vihreitä oliiveja sitruunatäytteellä': {'Unit': 'tlk', 'Amount': '1/2'}, 'Pirkka miniluumutomaatteja': {'Unit': 'rs', 'Amount': '1/2'}}"
Helppo omenapiirakka ranskalaisittain,,g,10-12,"{'CarbohydratePerUnit': '23.05', 'ProteinPerUnit': '2.05', 'FatPerUnit': '8.78', 'KcalPerUnit': '181.85'}","{'Pirkka murotaikinaa (pakaste)': {'Unit': 'pkt', 'Amount': '1'}, 'happamia omenoita (kotimaisia tai Jonagold)': {'Unit': 'g', 'Amount': 'n. 850'}, 'Pirkka voita sulatettuna tai': {'Unit': 'dl', 'Amount': '1/2'}, 'sokeria': {'Unit': 'dl', 'Amount': '1/2'}, 'Pirkka aprikoosihilloa': {'Unit': 'dl', 'Amount': '1 1/2'}, 'vettä': {'Unit': 'rkl', 'Amount': 'n. 1'}}"
Katkarapupiirakka karjalanpiirakan tapaan,55,g,3,"{'CarbohydratePerPortion': '10.00', 'CarbohydratePerUnit': '18.20', 'ProteinPerPortion': '4.00', 'ProteinPerUnit': '7.30', 'FatPerPortion': '3.00', 'FatPerUnit': '5.50', 'KcalPerPortion': '85.00', 'KcalPerUnit': '155.00'}","{'Pirkka pitkäjyväistä riisiä': {'Unit': 'dl', 'Amount': '1'}, 'vettä': {'Unit': 'dl', 'Amount': '3 1/2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1'}, 'fenkolinsiemeniä': {'Unit': 'tl', 'Amount': '1/2'}, 'purjoa': {'Unit': 'g', 'Amount': '100'}, 'tomaattia': {'Unit': '', 'Amount': '2'}, 'Pirkka ruohosipulituorejuustoa': {'Unit': 'rs', 'Amount': '1'}, 'kananmunaa': {'Unit': '', 'Amount': '2'}, 'Pirkka katkarapuja (pakaste)': {'Unit': 'ps', 'Amount': '1'}, 'tilliä hienonnettuna': {'Unit': 'dl', 'Amount': '1'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/2'}, 'kylmää vettä': {'Unit': 'dl', 'Amount': '2'}, 'Pirkka ruisjauhoja': {'Unit': 'dl', 'Amount': '3'}, 'vehnäjauhoja': {'Unit': 'dl', 'Amount': '2'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1'}}"
Lohi-perunasalaatti,255,g,10,"{'CarbohydratePerPortion': '17.00', 'CarbohydratePerUnit': '6.70', 'ProteinPerPortion': '15.00', 'ProteinPerUnit': '5.90', 'FatPerPortion': '16.00', 'FatPerUnit': '6.30', 'KcalPerPortion': '275.00', 'KcalPerUnit': '108.00'}","{'Pirkka lohifileetä': {'Unit': 'g', 'Amount': '700'}, 'suolaa': {'Unit': 'tl', 'Amount': '3/4'}, 'perunaa (keltainen pussi)': {'Unit': '', 'Amount': '8-10'}, 'sipulia': {'Unit': '', 'Amount': '2'}, 'Pirkka ekstra-neitsytoliiviöljyä': {'Unit': 'rkl', 'Amount': '3'}, 'Pirkka suippopaprikaa': {'Unit': '', 'Amount': '2'}, 'kurkku': {'Unit': '', 'Amount': '1'}, 'Pirkka kirsikkatomaatteja': {'Unit': 'rs', 'Amount': '1'}, 'Pirkka sitruuna- tai valkosipulitäytteisiä': {'Unit': 'tlk', 'Amount': '1/2'}, 'Järvikylä Kartanon salaattia': {'Unit': 'ruukkua', 'Amount': '2'}, 'rucolaa': {'Unit': 'ruukku', 'Amount': '1'}, 'Pirkka Kevyt kermaviiliä': {'Unit': 'tlk', 'Amount': '2'}, 'Pirkka sinappikurkkusalaattia': {'Unit': 'dl', 'Amount': '1'}}"
